id_contrato,id_cliente,data_referencia,inadimplente_30d,n_parcelas,valor_parcela,renda_declarada_tratada,canal_venda,tenure_dias,comprometimento_renda,qtd_contratos_parcelados,qtd_compras,ticket_medio_compras,qtd_compra_informatica,qtd_compra_moveis,qtd_compra_eletro,qtd_compra_cama_mesa_banho,dias_desde_ultima_compra,qtd_parcelas_vencidas,qtd_parcelas_pagas,qtd_parcelas_pendentes,qtd_atrasos_positivos,qtd_atrasos_pagos,payment_late_rate,payment_mean_delay,payment_max_delay,payment_sum_delay,payment_mean_delay_paid,payment_max_delay_paid,qtd_sac_telefone,qtd_sac_whatsapp,qtd_sac_loja,qtd_sac_site,score_bureau,tem_consulta_bureau,dias_desde_consulta_bureau
C00126,CLI02483,2026-01-30,1,12,132.05,2067.86,Loja física,263,0.06385828827870359,3,2,1048.885,0,1,0,1,75.0,8,8,0,2,2,0.25,2.0,15,16,8.0,15.0,0,0,0,0,687,1,266
C00127,CLI01682,2025-09-17,1,10,248.52,2850.68,Loja física,293,0.08717919934892729,2,3,344.40333333333336,0,2,0,1,213.0,9,9,0,7,7,0.7777777777777778,8.88888888888889,23,80,11.428571428571429,23.0,1,0,0,0,512,1,295
C00128,CLI01476,2026-01-08,1,12,105.8,2890.94,Loja física,173,0.03659709298705611,1,2,739.1,0,1,1,0,300.0,5,5,0,3,3,0.6,4.0,15,20,6.666666666666667,15.0,1,0,1,0,654,1,176
C00129,CLI01539,2026-01-25,1,12,162.35,2216.27,Loja física,143,0.07325371006240214,1,1,792.34,1,0,0,0,672.0,4,4,0,0,0,0.0,0.0,0,0,,,0,0,0,0,669,1,146
C00130,CLI02302,2026-01-26,0,24,61.49,5096.01,Loja física,143,0.012066302852623915,3,2,546.27,0,1,0,1,171.0,4,4,0,1,1,0.25,0.5,2,2,2.0,2.0,0,0,0,0,773,1,143
C00131,CLI00980,2025-01-26,0,6,480.12,1739.35,Televendas,173,0.2760341506884756,1,1,426.74,0,0,0,1,127.0,5,5,0,4,4,0.8,12.6,24,63,15.75,24.0,0,1,0,0,679,1,176
C00132,CLI00540,2025-04-18,1,10,111.02,1297.11,Loja física,293,0.08559027376244112,2,3,1769.2766666666666,0,2,1,0,22.0,9,9,0,7,7,0.7777777777777778,12.555555555555555,26,113,16.142857142857142,26.0,1,0,1,0,629,1,294
C00133,CLI01904,2025-07-23,1,12,194.41,3366.09,Loja física,353,0.05775543731748111,2,2,552.405,2,0,0,0,136.0,11,11,0,4,4,0.36363636363636365,3.090909090909091,19,34,8.5,19.0,1,0,0,1,770,1,353
C00134,CLI01443,2026-01-14,1,12,230.93,2666.33,Televendas,323,0.08660968447266468,1,0,,0,0,0,0,,10,10,0,5,5,0.5,5.4,23,54,10.8,23.0,0,0,0,0,564,1,325
C00135,CLI00749,2025-02-11,0,6,586.92,3256.2,Loja física,173,0.18024691358024691,1,2,978.34,1,0,1,0,352.0,5,5,0,3,3,0.6,9.8,24,49,16.333333333333332,24.0,0,0,1,0,774,1,176
C00136,CLI01694,2026-01-23,1,18,116.56,3002.97,Loja física,173,0.038814906575823274,1,1,1052.83,1,0,0,0,135.0,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,0,0,0,0,818,1,175
C00138,CLI00894,2025-07-26,1,10,358.87,3348.71,Loja física,293,0.10716664028834984,2,5,1614.1680000000001,1,0,2,2,231.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,0,0,703,1,296
C00139,CLI01328,2025-06-06,0,10,82.91,1944.18,Site,293,0.042645228322480425,2,2,480.86,0,0,1,1,127.0,9,9,0,3,3,0.3333333333333333,3.111111111111111,26,28,9.333333333333334,26.0,0,0,0,0,750,1,295
C00140,CLI01306,2026-01-22,0,12,142.81,3551.91,Site,293,0.04020653676472659,1,2,902.76,0,0,1,1,162.0,9,9,0,4,4,0.4444444444444444,2.5555555555555554,18,23,5.75,18.0,0,0,0,0,772,1,294
C00141,CLI02552,2025-06-14,1,10,328.51,2624.96,Televendas,293,0.1251485736925515,1,2,755.405,1,0,1,0,219.0,9,9,0,7,7,0.7777777777777778,10.11111111111111,25,91,13.0,25.0,0,1,0,0,777,1,296
C00142,CLI01683,2026-01-20,1,18,72.88,2437.12,Loja física,203,0.029904149159663863,3,4,404.6675,3,0,1,0,67.0,6,6,0,4,4,0.6666666666666666,8.333333333333334,17,50,12.5,17.0,0,0,0,0,619,1,204
C00144,CLI02391,2025-01-29,1,6,695.78,4793.28,Loja física,173,0.14515738700847855,1,0,,0,0,0,0,,5,5,0,1,1,0.2,0.2,1,1,1.0,1.0,1,0,0,0,768,1,173
C00146,CLI01695,2025-07-11,0,12,241.25,4494.9,Site,353,0.053671939308994644,1,3,493.97333333333336,0,2,1,0,167.0,11,11,0,2,2,0.18181818181818182,1.3636363636363635,14,15,7.5,14.0,0,0,1,0,661,1,355
C00149,CLI02685,2026-01-19,0,10,248.01,2283.31,Site,173,0.10861862821955845,3,4,696.1025,2,0,0,2,590.0,5,5,0,5,5,1.0,19.8,25,99,19.8,25.0,1,0,0,0,594,1,173
C00150,CLI00987,2026-01-22,0,18,46.72,2919.4,Loja física,383,0.0160032883469206,2,4,1106.9499999999998,3,0,0,1,191.0,12,12,0,2,2,0.16666666666666666,0.16666666666666666,1,2,1.0,1.0,0,0,0,0,822,1,386
C00151,CLI00132,2026-01-29,0,12,93.38,4647.21,Loja física,323,0.0200937766961252,1,2,838.3349999999999,0,1,1,0,63.0,10,10,0,5,5,0.5,2.7,18,27,5.4,18.0,0,0,0,0,636,1,323
C00152,CLI00921,2026-01-18,0,12,206.46,2031.62,Loja física,233,0.10162333507250372,4,1,703.29,0,0,0,1,630.0,7,6,1,5,4,0.7142857142857143,14.285714285714286,25,100,19.25,25.0,0,0,1,0,766,1,236
C00153,CLI00323,2025-09-20,1,12,145.65,2665.15,Loja física,353,0.054649832092002325,1,2,2187.67,0,1,0,1,830.0,11,11,0,2,2,0.18181818181818182,0.2727272727272727,2,3,1.5,2.0,0,0,0,0,646,1,353
C00154,CLI00120,2025-07-29,1,10,100.06,1809.9,Loja física,293,0.05528482236587657,2,2,742.0799999999999,0,0,1,1,542.0,9,9,0,5,5,0.5555555555555556,9.777777777777779,26,88,17.6,26.0,0,2,0,0,679,1,296
C00155,CLI02496,2026-01-21,0,18,141.4,4603.39,Loja física,263,0.03071649371441481,5,7,814.7785714285714,2,3,0,2,58.0,8,8,0,4,4,0.5,3.625,21,29,7.25,21.0,2,1,1,0,620,1,263
C00156,CLI01066,2026-01-10,0,18,39.22,1835.68,Loja física,443,0.021365379586856095,1,2,2597.305,0,1,1,0,508.0,14,14,0,7,7,0.5,4.428571428571429,21,62,8.857142857142858,21.0,0,1,0,0,800,1,445
C00158,CLI02678,2026-01-29,1,18,164.21,1820.26,Loja física,473,0.0902123872413831,2,0,,0,0,0,0,,15,15,0,4,4,0.26666666666666666,1.0666666666666667,10,16,4.0,10.0,0,1,1,0,739,1,475
C00159,CLI02336,2026-01-11,0,18,109.36,2384.09,Loja física,323,0.045870751523642145,2,3,805.0066666666667,1,0,2,0,282.0,10,10,0,4,4,0.4,3.7,15,37,9.25,15.0,0,0,0,0,614,1,325
C00160,CLI00965,2026-02-03,1,18,56.62,3504.65,Loja física,113,0.016155678883768707,2,1,527.81,0,1,0,0,94.0,3,3,0,2,2,0.6666666666666666,7.0,20,21,10.5,20.0,0,0,0,1,621,1,116
C00161,CLI00250,2026-01-13,0,18,32.7,4987.28,Televendas,353,0.006556680194414592,3,4,1282.3474999999999,2,0,1,1,31.0,11,11,0,2,2,0.18181818181818182,0.18181818181818182,1,2,1.0,1.0,0,0,0,0,950,1,354
C00162,CLI02423,2026-01-19,0,10,189.76,5215.51,Site,233,0.036383786053521126,2,1,632.12,0,1,0,0,600.0,7,7,0,5,5,0.7142857142857143,7.142857142857143,25,50,10.0,25.0,0,0,0,0,662,1,235
C00163,CLI01440,2026-01-26,1,18,103.47,3172.44,Site,263,0.03261527404773613,2,2,447.46500000000003,0,1,0,1,718.0,8,8,0,5,5,0.625,1.25,3,10,2.0,3.0,0,0,0,0,700,1,266
C00164,CLI02331,2025-08-06,1,12,186.93,1758.14,Site,353,0.10632259091994949,1,0,,0,0,0,0,,11,11,0,4,4,0.36363636363636365,0.7272727272727273,4,8,2.0,4.0,1,0,0,1,843,1,354
C00165,CLI00632,2026-01-12,1,24,152.61,2329.52,Televendas,173,0.06551134997767781,1,0,,0,0,0,0,,5,5,0,2,2,0.4,5.8,22,29,14.5,22.0,0,0,0,0,576,1,176
C00167,CLI00595,2026-02-02,1,24,181.98,1656.06,Loja física,293,0.1098873229230825,3,3,734.1666666666666,1,1,1,0,119.0,9,9,0,5,5,0.5555555555555556,5.444444444444445,21,49,9.8,21.0,0,0,0,0,591,1,296
C00168,CLI00303,2026-01-25,1,12,119.3,2963.42,Site,173,0.04025754027441267,2,0,,0,0,0,0,,5,5,0,0,0,0.0,0.0,0,0,,,0,0,0,0,833,1,175
C00169,CLI00216,2026-01-20,1,18,386.88,2904.39,Loja física,323,0.13320525136087097,3,2,1144.915,0,0,2,0,707.0,10,10,0,6,6,0.6,6.8,20,68,11.333333333333334,20.0,0,0,0,0,564,1,325
C00170,CLI00343,2025-12-30,0,6,225.65,2373.58,Site,173,0.09506736659392143,3,2,904.0149999999999,0,1,0,1,493.0,5,5,0,1,1,0.2,0.4,2,2,2.0,2.0,0,0,1,0,866,1,175
C00171,CLI02463,2026-02-05,0,12,258.36,3015.92,Loja física,353,0.08566540226531208,2,3,708.06,1,0,1,1,409.0,11,11,0,5,5,0.45454545454545453,4.7272727272727275,25,52,10.4,25.0,0,1,0,0,678,1,356
C00172,CLI00971,2025-01-02,1,6,516.06,1935.92,Loja física,173,0.26657093268316867,1,4,1100.615,0,0,2,2,126.0,5,5,0,4,4,0.8,4.6,10,23,5.75,10.0,0,2,0,0,615,1,176
C00173,CLI01580,2025-12-07,0,6,316.52,3998.57,Loja física,173,0.07915829909192536,2,2,874.49,2,0,0,0,532.0,5,5,0,2,2,0.4,0.6,2,3,1.5,2.0,0,0,1,0,642,1,173
C00176,CLI00370,2025-04-27,1,10,179.74,2085.95,Loja física,293,0.08616697428030395,3,2,1468.47,1,1,0,0,205.0,9,9,0,8,8,0.8888888888888888,14.88888888888889,22,134,16.75,22.0,2,1,0,0,575,1,296
C00178,CLI01692,2026-02-02,1,10,213.4,2054.38,Loja física,173,0.10387562184211295,1,3,789.5099999999999,1,0,1,1,68.0,5,5,0,3,3,0.6,7.8,20,39,13.0,20.0,1,0,0,0,806,1,174
C00179,CLI02129,2026-01-09,1,12,187.76,3324.8,Televendas,113,0.0564725697786333,1,2,1839.52,1,0,1,0,694.0,3,3,0,0,0,0.0,0.0,0,0,,,0,0,0,0,881,1,116
C00180,CLI00684,2025-01-09,1,6,267.24,3145.22,Loja física,173,0.08496702933340117,1,2,474.84000000000003,0,1,1,0,58.0,5,5,0,0,0,0.0,0.0,0,0,,,2,0,1,0,643,1,175
C00181,CLI02682,2025-09-03,0,12,286.81,2638.62,Loja física,353,0.10869697038603512,3,3,724.5533333333333,0,1,2,0,228.0,11,11,0,5,5,0.45454545454545453,2.4545454545454546,22,27,5.4,22.0,1,0,0,0,724,1,356
C00183,CLI00764,2026-01-09,0,12,86.24,5108.51,Loja física,293,0.01688163476238668,3,3,1464.26,2,1,0,0,268.0,9,9,0,3,3,0.3333333333333333,0.5555555555555556,2,5,1.6666666666666667,2.0,1,2,0,0,774,1,296
C00184,CLI00493,2025-07-14,0,10,162.48,3011.97,Loja física,293,0.05394476040598014,3,5,721.626,0,2,2,1,167.0,9,9,0,2,2,0.2222222222222222,2.2222222222222223,18,20,10.0,18.0,0,0,1,0,692,1,296
C00185,CLI00266,2026-01-20,1,18,63.91,1401.77,Loja física,353,0.04559235823280566,2,5,901.2439999999999,1,1,1,2,408.0,11,11,0,4,4,0.36363636363636365,4.7272727272727275,22,52,13.0,22.0,0,0,0,0,603,1,353
C00186,CLI00517,2026-02-05,0,18,245.49,5236.18,Site,443,0.04688341500865134,2,2,834.475,0,0,1,1,323.0,14,14,0,2,2,0.14285714285714285,0.14285714285714285,1,2,1.0,1.0,0,0,0,1,768,1,444
C00187,CLI02073,2026-01-17,0,24,142.04,1684.21,Loja física,473,0.08433627635508635,1,1,1676.72,0,0,0,1,861.0,15,15,0,10,10,0.6666666666666666,5.533333333333333,22,83,8.3,22.0,0,1,0,0,750,1,474
C00188,CLI00095,2026-01-30,0,12,88.61,2688.76,Loja física,203,0.03295571192668739,2,5,1246.938,1,2,0,2,102.0,6,6,0,2,2,0.3333333333333333,1.1666666666666667,6,7,3.5,6.0,0,0,0,0,817,1,205
C00189,CLI02576,2026-02-02,1,24,40.13,2444.99,Loja física,503,0.016413155064028895,2,0,,0,0,0,0,,16,16,0,8,8,0.5,4.0,22,64,8.0,22.0,1,2,0,0,724,1,506
C00190,CLI00888,2026-01-28,0,24,139.78,5108.95,Loja física,593,0.02735982931913603,2,1,479.4,1,0,0,0,621.0,19,19,0,11,11,0.5789473684210527,5.842105263157895,20,111,10.090909090909092,20.0,0,0,1,0,692,1,595
C00191,CLI00310,2025-10-01,0,10,166.41,2937.23,Loja física,293,0.0566554202428819,2,4,1200.4825,3,1,0,0,118.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,0,0,0,830,1,293
C00193,CLI01284,2025-06-24,1,10,404.42,1140.5,Loja física,293,0.35459886014905745,1,0,,0,0,0,0,,9,9,0,3,3,0.3333333333333333,2.2222222222222223,16,20,6.666666666666667,16.0,0,0,1,0,753,1,294
C00194,CLI01551,2026-01-18,1,6,336.68,2359.12,Loja física,173,0.14271423242565026,2,0,,0,0,0,0,,5,5,0,4,4,0.8,12.4,26,62,15.5,26.0,1,0,0,0,535,1,175
C00195,CLI02773,2025-08-28,0,10,375.35,2161.61,Loja física,293,0.17364371926480726,4,7,607.2257142857143,1,2,2,2,43.0,9,9,0,3,3,0.3333333333333333,5.222222222222222,23,47,15.666666666666666,23.0,0,1,0,0,607,1,296
C00196,CLI02274,2026-01-23,0,10,246.84,1443.5,Televendas,173,0.1710010391409768,3,2,696.7049999999999,0,1,0,1,128.0,5,5,0,2,2,0.4,3.8,18,19,9.5,18.0,0,0,0,0,589,1,176
C00197,CLI00645,2025-09-03,1,12,47.66,3343.73,Loja física,353,0.014253543198763057,2,3,1104.9033333333334,1,0,2,0,290.0,11,11,0,4,4,0.36363636363636365,6.0,26,66,16.5,26.0,0,1,0,0,714,1,355
C00198,CLI02499,2026-01-02,0,12,280.99,4771.86,Televendas,353,0.058884795446639264,3,1,492.91,0,1,0,0,90.0,11,11,0,2,2,0.18181818181818182,0.2727272727272727,2,3,1.5,2.0,0,0,1,0,697,1,355
C00199,CLI01014,2026-02-03,0,18,56.84,1942.45,Loja física,443,0.02926201446626683,2,5,479.438,1,3,1,0,617.0,14,14,0,2,2,0.14285714285714285,0.21428571428571427,2,3,1.5,2.0,0,0,0,0,997,1,444
C00200,CLI00308,2026-01-24,0,12,112.28,2525.51,Site,263,0.04445834702693713,3,6,828.4683333333334,4,1,0,1,283.0,8,8,0,3,3,0.375,4.375,17,35,11.666666666666666,17.0,0,1,0,0,790,1,266
C00201,CLI01150,2026-01-30,1,12,618.41,2632.52,Site,143,0.23491179554191421,2,2,571.55,1,1,0,0,227.0,4,4,0,3,3,0.75,5.25,18,21,7.0,18.0,0,0,0,0,545,1,145
C00202,CLI00331,2026-01-09,1,24,242.04,4607.32,Site,473,0.052533794049469104,2,4,1688.9025000000001,3,0,1,0,286.0,15,15,0,13,13,0.8666666666666667,8.133333333333333,25,122,9.384615384615385,25.0,0,0,0,1,459,1,475
C00204,CLI02499,2026-01-11,0,12,113.64,4328.27,Loja física,143,0.026255293685467862,3,1,492.91,0,1,0,0,99.0,4,4,0,3,3,0.75,12.75,26,51,17.0,26.0,0,1,0,0,763,1,144
C00205,CLI00882,2026-02-06,1,24,66.31,6106.58,Loja física,263,0.010858778563451228,2,3,987.0166666666668,0,1,1,1,409.0,8,8,0,2,2,0.25,1.125,7,9,4.5,7.0,1,0,0,0,697,1,264
C00206,CLI02306,2026-02-05,1,12,370.93,3137.46,Loja física,263,0.11822620846162182,2,2,480.765,2,0,0,0,678.0,8,8,0,6,6,0.75,4.125,25,33,5.5,25.0,1,0,0,0,725,1,264
C00207,CLI02588,2025-08-07,0,6,295.91,4999.32,Televendas,173,0.05919004984677917,1,0,,0,0,0,0,,5,5,0,3,3,0.6,1.2,4,6,2.0,4.0,0,0,0,0,700,1,173
C00208,CLI00891,2025-08-14,0,6,257.54,2167.79,Loja física,173,0.11880302058778758,3,3,679.6866666666666,1,0,2,0,111.0,5,5,0,1,1,0.2,5.2,26,26,26.0,26.0,0,0,0,0,875,1,175
C00210,CLI01876,2026-02-06,0,12,204.73,5605.8,Loja física,83,0.03652110314317314,3,3,1141.2666666666667,2,1,0,0,468.0,2,2,0,1,1,0.5,1.0,2,2,2.0,2.0,0,0,0,0,845,1,85
C00211,CLI00944,2026-01-08,0,10,86.91,1880.49,Loja física,233,0.04621667756808066,3,4,941.6475,2,2,0,0,14.0,7,7,0,2,2,0.2857142857142857,6.0,24,42,21.0,24.0,0,0,0,0,600,1,236
C00212,CLI01613,2026-01-13,1,12,281.18,1992.48,Site,263,0.1411206135067855,3,4,488.95,1,0,3,0,24.0,8,8,0,4,4,0.5,4.5,16,36,9.0,16.0,0,0,0,0,633,1,264
C00213,CLI02474,2026-01-31,1,10,290.44,2425.13,Loja física,143,0.11976265189907345,2,2,723.01,0,1,0,1,332.0,4,4,0,2,2,0.5,3.75,13,15,7.5,13.0,0,1,0,0,745,1,144
C00215,CLI01759,2025-08-24,1,6,304.82,1495.53,Loja física,173,0.20382071907618035,1,0,,0,0,0,0,,5,5,0,3,3,0.6,10.4,23,52,17.333333333333332,23.0,0,0,0,0,746,1,173
C00216,CLI02559,2026-01-27,0,18,111.05,5926.15,Loja física,83,0.01873897893235912,2,1,1154.91,0,0,1,0,422.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,843,1,83
C00217,CLI01154,2025-09-30,0,12,162.83,3828.66,Loja física,353,0.042529239995194146,4,4,895.155,0,1,3,0,131.0,11,11,0,5,5,0.45454545454545453,1.4545454545454546,6,16,3.2,6.0,0,0,0,0,814,1,353
C00219,CLI00804,2026-01-16,1,24,140.7,2357.06,Site,323,0.05969300739056282,1,0,,0,0,0,0,,10,10,0,8,8,0.8,8.8,24,88,11.0,24.0,0,2,0,0,644,1,323
C00220,CLI01275,2025-11-07,0,10,95.64,2892.53,Loja física,293,0.03306447988439186,3,4,608.5925,1,0,2,1,253.0,9,9,0,2,2,0.2222222222222222,2.0,16,18,9.0,16.0,0,0,0,0,789,1,296
C00221,CLI02126,2026-01-15,1,18,189.63,1731.76,Site,113,0.10950131657966462,1,2,430.615,0,0,2,0,47.0,3,3,0,2,2,0.6666666666666666,6.333333333333333,15,19,9.5,15.0,1,0,1,0,634,1,113
C00222,CLI00534,2025-07-11,1,6,251.39,2612.5,Loja física,173,0.09622583732057416,2,2,677.015,0,1,1,0,0.0,5,5,0,2,2,0.4,2.4,8,12,6.0,8.0,0,0,0,0,601,1,174
C00223,CLI00549,2026-01-21,1,12,238.41,1706.67,Loja física,143,0.13969308653694035,6,6,1039.4950000000001,3,1,1,1,163.0,4,4,0,0,0,0.0,0.0,0,0,,,0,0,0,0,673,1,146
C00224,CLI02782,2026-01-27,1,24,44.51,1505.48,Loja física,173,0.029565321359300685,2,1,2240.45,0,0,1,0,759.0,5,5,0,2,2,0.4,5.0,23,25,12.5,23.0,1,1,0,0,599,1,175
C00225,CLI01631,2025-08-07,0,10,102.8,3317.77,Loja física,293,0.030984667412147317,1,0,,0,0,0,0,,9,9,0,1,1,0.1111111111111111,0.1111111111111111,1,1,1.0,1.0,0,0,0,0,675,1,295
C00226,CLI01401,2026-01-27,0,24,74.1,3294.73,Loja física,413,0.02249046204089561,3,1,531.44,0,1,0,0,888.0,13,13,0,0,0,0.0,0.0,0,0,,,0,0,0,0,652,1,413
C00227,CLI00250,2025-12-13,1,12,243.93,3426.3,Loja física,353,0.07119341563786008,3,4,1282.3474999999999,2,0,1,1,0.0,11,11,0,5,5,0.45454545454545453,3.727272727272727,24,41,8.2,24.0,0,1,0,0,734,1,355
C00228,CLI00219,2026-01-31,1,24,138.19,2239.66,Loja física,83,0.061701329666110034,1,0,,0,0,0,0,,2,2,0,2,2,1.0,8.5,11,17,8.5,11.0,0,0,0,0,711,1,84
C00229,CLI02352,2025-04-19,0,6,177.96,3188.22,Loja física,173,0.055817979938649155,1,4,657.89,1,2,1,0,391.0,5,5,0,1,1,0.2,0.2,1,1,1.0,1.0,0,0,0,1,923,1,173
C00230,CLI00351,2024-12-24,1,6,1675.73,2542.6,Loja física,173,0.6590615904979156,1,2,1125.865,1,0,0,1,386.0,5,5,0,5,5,1.0,13.8,25,69,13.8,25.0,1,0,0,0,299,1,174
C00231,CLI00717,2026-02-03,0,24,79.87,4024.16,Loja física,263,0.0198476203729474,2,1,844.71,1,0,0,0,592.0,8,8,0,2,2,0.25,0.375,2,3,1.5,2.0,0,0,0,1,520,1,263
C00232,CLI02698,2026-02-01,1,18,78.92,2877.16,Televendas,413,0.027429826634598007,5,2,798.675,2,0,0,0,114.0,13,13,0,5,5,0.38461538461538464,2.076923076923077,21,27,5.4,21.0,0,0,0,0,767,1,414
C00233,CLI00477,2025-04-14,0,10,103.72,3731.98,Loja física,293,0.027792217535999655,1,3,834.1366666666667,1,0,1,1,345.0,9,9,0,3,3,0.3333333333333333,0.4444444444444444,2,4,1.3333333333333333,2.0,0,0,0,1,772,1,293
C00234,CLI02729,2026-01-29,1,24,57.27,3190.23,Site,563,0.017951683734401595,1,0,,0,0,0,0,,18,18,0,17,17,0.9444444444444444,14.277777777777779,26,257,15.117647058823529,26.0,0,0,0,0,562,1,566
C00235,CLI00187,2025-08-15,0,6,358.06,1497.12,Loja física,173,0.2391658651277119,1,2,956.075,0,0,2,0,50.0,5,5,0,1,1,0.2,4.6,23,23,23.0,23.0,0,0,0,1,707,1,173
C00236,CLI00042,2025-10-27,0,12,77.11,1724.83,Loja física,353,0.044705855069774994,2,5,636.76,2,2,0,1,204.0,11,11,0,2,2,0.18181818181818182,2.3636363636363638,25,26,13.0,25.0,0,0,0,1,686,1,354
C00237,CLI01512,2026-01-19,0,12,110.78,3661.62,Site,113,0.030254368285076005,2,3,1052.01,1,0,2,0,125.0,3,3,0,1,1,0.3333333333333333,0.6666666666666666,2,2,2.0,2.0,0,1,0,0,683,1,116
C00238,CLI00902,2025-03-24,1,6,664.66,5077.08,Loja física,173,0.1309138323603331,2,1,816.72,0,1,0,0,378.0,5,5,0,3,3,0.6,6.0,19,30,10.0,19.0,0,0,0,1,838,1,175
C00239,CLI01598,2025-11-18,0,6,276.22,3244.49,Loja física,173,0.08513510597967633,3,5,859.2139999999999,1,4,0,0,49.0,5,5,0,2,2,0.4,3.4,14,17,8.5,14.0,0,0,0,0,705,1,176
C00240,CLI02689,2025-06-17,0,10,150.62,2246.82,Site,293,0.06703696780338433,1,0,,0,0,0,0,,9,9,0,2,2,0.2222222222222222,0.2222222222222222,1,2,1.0,1.0,0,0,0,0,694,1,295
C00241,CLI00981,2025-03-21,0,6,632.41,2874.97,Site,173,0.21997099100164524,1,2,2400.195,1,0,0,1,267.0,5,5,0,2,2,0.4,2.8,13,14,7.0,13.0,0,1,0,0,631,1,174
C00242,CLI00026,2026-01-27,1,12,149.08,1704.44,Loja física,113,0.08746567787660464,2,2,2043.75,0,1,0,1,120.0,3,3,0,1,1,0.3333333333333333,0.3333333333333333,1,1,1.0,1.0,0,0,0,0,714,1,115
C00244,CLI02647,2025-08-22,0,12,288.37,2368.09,Loja física,353,0.12177324341557964,2,1,673.52,0,1,0,0,669.0,11,11,0,4,4,0.36363636363636365,2.8181818181818183,24,31,7.75,24.0,0,1,1,0,697,1,355
C00245,CLI01152,2026-01-28,1,18,243.7,2719.3,Loja física,323,0.08961865185893428,3,4,1311.355,2,0,1,1,57.0,10,10,0,7,7,0.7,8.6,26,86,12.285714285714286,26.0,0,0,0,0,472,1,325
C00246,CLI02781,2026-01-21,0,6,610.11,3762.26,Loja física,113,0.1621658258599884,1,2,864.6600000000001,1,0,1,0,30.0,3,3,0,1,1,0.3333333333333333,6.666666666666667,20,20,20.0,20.0,0,0,0,0,643,1,115
C00247,CLI01143,2026-01-14,0,24,72.16,2586.92,Site,353,0.0278941753127271,2,4,939.355,1,0,2,1,270.0,11,11,0,2,2,0.18181818181818182,0.6363636363636364,6,7,3.5,6.0,0,1,0,0,670,1,356
C00248,CLI00196,2026-02-02,0,24,77.28,1801.25,Loja física,353,0.04290353920888272,2,2,464.615,0,0,0,2,553.0,11,11,0,4,4,0.36363636363636365,5.363636363636363,23,59,14.75,23.0,0,0,0,0,687,1,353
C00250,CLI00155,2026-02-06,0,18,143.26,3508.7,Televendas,323,0.04082993701370878,1,2,494.91999999999996,0,1,1,0,410.0,10,10,0,3,3,0.3,2.1,18,21,7.0,18.0,0,0,0,0,652,1,326
C00251,CLI01352,2026-01-28,0,18,64.65,2660.6,Site,353,0.024299030293918666,2,3,1171.5133333333333,0,2,0,1,73.0,11,11,0,0,0,0.0,0.0,0,0,,,1,0,0,0,829,1,356
C00252,CLI01442,2025-06-15,0,12,296.04,4501.07,Loja física,353,0.0657710277778395,1,1,589.41,0,1,0,0,389.0,11,11,0,4,4,0.36363636363636365,2.4545454545454546,16,27,6.75,16.0,1,1,0,0,504,1,355
C00253,CLI01494,2025-02-20,0,6,166.14,2444.18,Loja física,173,0.06797371715667422,1,0,,0,0,0,0,,5,5,0,2,2,0.4,4.8,22,24,12.0,22.0,0,0,1,0,682,1,173
C00256,CLI02238,2026-02-06,1,12,199.81,2040.07,Loja física,353,0.09794271765184528,3,5,653.824,2,0,1,2,93.0,11,11,0,3,3,0.2727272727272727,4.363636363636363,25,48,16.0,25.0,2,0,1,0,706,1,353
C00257,CLI01177,2026-01-18,1,24,86.43,4140.64,Site,203,0.02087358475984389,3,4,681.98,0,2,0,2,198.0,6,6,0,1,1,0.16666666666666666,1.5,9,9,9.0,9.0,0,0,0,0,712,1,205
C00258,CLI01929,2026-01-15,1,6,190.89,2938.0,Loja física,83,0.06497277059223962,3,5,1057.8020000000001,2,0,1,2,176.0,2,2,0,0,0,0.0,0.0,0,0,,,0,0,0,0,790,1,86
C00259,CLI00654,2025-05-22,1,6,611.54,2039.95,Televendas,173,0.29978185739846563,1,2,1764.12,0,1,0,1,558.0,5,5,0,3,3,0.6,5.6,23,28,9.333333333333334,23.0,0,1,1,0,579,1,175
C00260,CLI00743,2024-12-23,1,6,281.52,2072.54,Loja física,173,0.13583332529167108,1,1,230.91,0,0,0,1,778.0,5,5,0,3,3,0.6,7.0,23,35,11.666666666666666,23.0,0,0,0,0,565,1,175
C00261,CLI00484,2026-02-03,0,12,222.55,2222.78,Loja física,83,0.10012236928530939,2,2,510.195,1,0,0,1,553.0,2,2,0,0,0,0.0,0.0,0,0,,,0,1,0,0,698,1,86
C00262,CLI01693,2026-01-17,1,12,313.48,2336.66,Site,203,0.13415730144736507,2,2,799.5150000000001,1,1,0,0,258.0,6,6,0,3,3,0.5,7.166666666666667,23,43,14.333333333333334,23.0,0,0,0,1,732,1,204
C00263,CLI01870,2025-09-25,0,10,284.65,2957.84,Loja física,293,0.09623576664052146,3,3,1120.2166666666667,0,2,1,0,452.0,9,9,0,2,2,0.2222222222222222,0.3333333333333333,2,3,1.5,2.0,0,1,0,0,912,1,294
